"name","Gene","ID","p.val","p.adj","ratio"
"APOC3","APOC3","P02656",5.73509926587068e-07,0.000107353055793007,4.16
"ART5","ART5","Q96L15",2.29981470203155e-13,1.85112085366519e-09,3.81
"B9D1","B9D1","Q9UPM9",1.39297645343736e-09,6.75713632318085e-07,5.62
"BNIP3","BNIP3","Q12983",4.69208862184118e-05,0.00460568552648777,5
"C4BPA","C4BPA","P04003",1.16604660579884e-06,0.00020403280717554,5.44
"DCBLD1","DCBLD1","Q8N8Z6",4.68578665188337e-09,1.79599508385758e-06,8.06
"DNLZ","DNLZ","Q5SXM8",9.09196439942038e-12,1.47853884673962e-08,5.36
"EIF3C","EIF3C","Q99613",1.01399597865208e-09,5.82975259440759e-07,7.14
"FAM174A","FAM174A","Q8TBP5",2.64977760095748e-10,2.3697844344563e-07,4.64
"FPGS","FPGS","Q05932",1.9490117964119e-05,0.00220952055624216,4.55
"GSTA4","GSTA4","O15217",1.61537638472908e-06,0.000270878427514257,6.02
"HMGN4","HMGN4","O00479",4.16741251117352e-06,0.000645067371200685,5.78
"HPCAL4","HPCAL4","Q9UM19",5.34442589677051e-05,0.00518280530639829,4.6
"IFI35","IFI35","P80217",9.04646427470023e-08,2.27546846709569e-05,6.46
"MAPK8","MAPK8","P45983",6.96863631801459e-06,0.000919517274159007,4.95
"NPDC1","NPDC1","Q9NQX5",7.70805215332127e-06,0.00100067922229166,6.26
"PABIR1","PABIR1","Q96E09",2.2861651837034e-05,0.002486668049139,2.92
"PIPSL","PIPSL","A2A3N6",1.742067072776e-05,0.00203215911141652,3.53
"PLEKHF1","PLEKHF1","Q96S99",1.42715017386103e-09,6.75713632318085e-07,2.75
"RAB29","RAB29","O14966",1.51061366955255e-12,6.07946471311425e-09,6
"RABAC1","RABAC1","Q9UI14",1.79278993284051e-07,3.90004491065765e-05,6.03
"RNASE4","RNASE4","P34096",1.62810428761559e-07,3.74417468886225e-05,3.9
"RNF141","RNF141","Q8WVD5",1.25913626697742e-05,0.00158356059576583,5.84
"SFT2D2","SFT2D2","O95562",6.27054458878587e-08,1.62811656113347e-05,5.31
"TAGLN","TAGLN","Q01995",1.73563600631442e-06,0.000285104779894382,5.05
"TIMM23","TIMM23","O14925",3.86439325909683e-08,1.11087504794537e-05,5.8
"TMEM123","TMEM123","Q8N131",6.06946243997601e-10,4.1262365932351e-07,5.41
"TMEM51","TMEM51","Q9NW97",1.69554565250317e-09,7.58191497611002e-07,6.18
"TRIM23","TRIM23","P36406",6.10015951634552e-07,0.000111591327152421,6.71
"TUBA4A","TUBA4A","P68366",6.46795116979562e-05,0.00619768321020058,11
"UVRAG","UVRAG","Q9P2Y5",4.52545721916853e-05,0.00449696359964043,4.6
"ZNF16","ZNF16","P17020",3.35096477892166e-07,6.42188464417629e-05,3.35
"ZNF513","ZNF513","Q8N8E2",2.57639908561645e-07,5.18435906003171e-05,3.38
